m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
391.336_20.5_5253,0,271430.5465,0,160037.2885,47746.2985,53272.6055,133167.114,20576.3135,85144.9355,7319.229,144874.616,42903.8775,42863.06,92741.398,58886.822
742.012_13_3594,0,47482.784,74370.016,538176.51,0,199892.6505,201360.5075,149331.7765,41980.316,90100.4575,63984.6265,404987.211,18556.916,0,55539.989
349.2_7.6_4970,0,0,0,58281.428,196344.549,1915050.332,0,0,0,0,0,0,0,48200.6915,113535.8695
423.76_24.1_4147,0,664216.593,0,0,0,0,0,841550.168,0,1617548.325,1006081.094,0,0,0,0
459.22_7.1_5548,0,1368559.472,343157.8595,0,0,0,0,0,0,0,0,0,0,0,0
736.608_23.4_1557,0,1.76E+07,1403514.838,635587.637,8093.632,0,0,1566805.976,0,2366625.042,718841.509,6419069.695,0,8298848.414,0
778.537_23.4_4690,0,0,0,0,0,0,0,0,764444.4495,22137.1895,0,0,0,0,0
488.311_14.3_1759,0,921498.6625,458462.626,477350.4495,28650.811,53871.2,629969.884,1110284.752,1474177.702,1398791.932,1987700.174,1405416.955,552399.6825,602622.121,256327.105
329.247_13.5_1322,0,9358.87,0,810914.8265,18353.2875,130666.0665,1280042.53,419194.934,7713.09,28951.8795,117273.476,377631.0095,8956.649,0,0
812.636_22.5_5545,0,3396753.013,16250.121,0,0,0,0,0,0,18508.425,0,590491.584,0,831767.2135,0
466.328_14_4560,125575.7605,281911.3985,0,1872685.16,8495973.396,1855457.477,553394.4645,698072.6455,0,0,14977.3905,0,172402.8025,4649012.859,373324.56
708.498_17.5_2060,0,200575.0725,40411.6305,41838.2735,0,19690.354,2347569.662,112795.191,68675.6005,268332.7935,152378.093,30428.318,158547.116,56872.79,0
685.881_6_1425,0,0,0,347117.482,0,58959.664,58878.4575,0,0,0,0,0,0,0,0
290.176_13_6257,112620.3835,300904.6135,298459.449,174818.475,70433.641,452096.51,350004.102,491862.4925,391374.595,172865.1345,198673.3775,470039.392,264077.4245,12974.661,206139.575
546.375_13.2_3151,0,1296486.287,0,0,17722.944,0,67779.836,48693.9825,0,126693.548,37288.7565,531636.466,0,541993.542,0
794.517_18_5226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617.239_14.4_4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456.282_4.7_5841,0,0,0,0,0,0,0,0,0,0,0,278738.968,0,713315.3785,0
220.111_3.4_2267,88752.3555,123553.7255,99440.07,29991.307,102629.652,0,7979.612,68091.3165,0,0,19651.4665,0,8025.39,0,0
724.529_20_6071,0,0,30272.5035,0,0,0,0,143335.753,0,0,0,0,0,0,228502.918
708.444_13.6_6005,0,0,70604.012,32926.3695,0,0,0,0,0,0,0,0,0,18999.408,969163.4005
372.383_17.7_577,2024983.855,5357999.611,3.00E+07,0,0,1664269.71,1.39E+07,2090122.344,3042028.997,3150628.017,4528143.608,2395272.845,2.22E+07,0,0
395.331_15.4_3695,25044.118,0,427300.11,0,437862.772,32429.016,60393.9425,294429.532,628638.415,89026.9815,9141.36,0,0,0,9671.287
460.342_8.6_5908,0,0,0,0,0,0,0,0,0,0,0,36182.256,0,7496.9335,254929.7285
282.058_9.4_5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782.571_18.6_6053,0,105461.637,187497.0125,1682633.892,107896.737,22258.207,2103785.621,1511966.946,410322.887,1394409.972,45635.333,414732.723,810907.062,536757.6915,43402.691
524.262_9.2_3642,0,0,405881.0275,386278.853,0,29986.646,37064.9735,1922955.509,922296.4025,1110407.704,712855.913,27683.133,34651.4265,419791.5455,809526.9705
506.33_10.2_1472,0,0,0,0,0,0,0,0,0,101807.7065,31103.3005,33662.019,0,273478.7925,713802.403
611.467_19.4_1380,0,454532.8815,391399.8855,576825.4225,15407.4335,0,592842.8775,214968.848,299397.425,398739.5115,347310.4555,518304.362,316491.163,70125.579,0
424.214_6.5_4293,0,0,0,0,0,0,0,56912.5845,41018.211,121585.9595,168302.8415,0,0,0,0
818.504_16.1_4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800.602_22_5502,0,5375780.696,8390281.532,5199527.651,5199064.201,7473813.677,5287136.486,0,5.34E+07,4281486.744,1216910.184,466269.815,7362473.33,151249.8095,2836487.717
490.337_9.9_5463,0,0,0,0,0,0,0,11157.7245,10755.415,605239.388,150180.65,41792.657,18007.5285,52086.321,194355.456
401.289_13.5_4285,0,32310.1585,0,0,0,0,0,287727.7535,1238685.007,789636.225,386910.527,0,0,0,0
503.343_17_3749,0,0,544017.3385,107393.158,531205.026,277215.7085,201987.333,0,0,0,0,0,0,0,0
704.58_21.1_3916,0,8956.5775,31524.3055,39569.911,0,0,16992.782,0,0,0,0,489544.7965,631031.337,0,1525875.491
836.613_19.4_5933,0,0,531242.472,0,251761.476,41116.131,0,293867.064,0,0,20041.02,0,0,878495.6665,2249733.122
371.19_10.7_4979,0,9904.356,62073.697,0,0,0,17789.4405,16754.591,0,15603.75,12306.574,12494.2785,15834.46,0,89989.2715
782.57_18.4_1140,0,1015468.033,74952.5285,1.11E+07,53648.595,11489.688,4158757.569,1586964.1,291558.519,2414497.885,536134.048,694542.46,2467922.045,1190738.55,370691.0345
824.601_19.9_3536,0,753345.7275,170638.362,366170.9505,57800.645,0,485683.904,886925.195,909442.857,0,0,2992348.236,982505.153,0,0
824.598_19.6_4679,0,1754992.231,201775.9365,0,0,0,551074.223,880363.848,150217.388,650317.8835,0,2771665.31,152383.1925,125303.381,0
682.429_13.2_5976,0,0,68562.4305,0,16061.2635,31944.681,0,0,0,0,0,0,0,230007.8845,739226.043
742.574_23.9_4270,0,100083.0125,0,0,0,0,0,338284.5385,0,3057238.566,501251.8645,0,0,0,0
643.517_19.6_1148,165150.0735,1.11E+07,1.42E+07,1.93E+07,1903218.232,3628820.978,8502540.095,695716.0655,2.46E+07,1.06E+07,5071329.796,1.05E+07,1432343.894,8173760.531,7165976.588
552.535_23.1_2049,0,0,0,96295.9745,0,73781.8845,84408.7975,724511.1475,577503.3865,855392.8605,1142602.733,0,0,0,0
472.327_11_1376,0,0,0,0,0,0,0,1015638.428,0,594171.835,52955.497,34852.2995,7966.483,0,0
696.577_20.2_1280,0,439081.6795,240296.913,1448632.795,163370.0175,0,241456.999,0,0,0,0,196628.093,103694.8755,41327.694,43389.4975
608.392_13.6_1629,0,0,726866.7975,204663.768,26952.7135,364936.4755,8220.1715,282939.0965,572997.987,547227.059,0,0,7946.783,866268.345,2115693.652
583.416_18.4_2193,0,5123566.626,178143.756,0,0,0,324976.9435,299697.254,234277.9485,562543.2245,3217042.002,19312.734,220543.98,93966.772,0
1153.768_8.7_1145,0,0,0,1.29E+07,729244.5515,596759.7385,1.50E+07,0,0,0,0,0,0,0,0
399.326_17.6_4447,6963.346,237541.45,162695.1145,494831.7465,21574.982,1014926.429,103941.077,230300.461,302210.365,397933.2265,94073.789,61329.1035,36393.6495,23306.4805,626920.2135
594.412_14_1795,0,0,851087.146,125029.8,0,182748.864,0,271694.779,475262.1515,373976.2945,0,0,80627.0425,808352.8085,1881268.647
686.476_15.8_3034,11600.21,17520.522,100138.3585,0,0,11511.615,59498.127,905847.349,335632.4925,765410.2985,0,0,69698.863,414148.7725,150080.5695
547.327_12.9_4154,0,0,33638.4635,0,0,0,21050.6375,444136.1175,382439.795,513260.3735,724237.1185,0,78726.9845,0,0
778.617_22.4_4388,0,0,0,0,0,0,0,0,0,67117.9105,582578.9995,0,0,120536.24,0
628.514_18.9_1760,0,56198.345,0,385618.0495,86567.9155,9420.057,13797.9645,0,0,0,0,3850317.75,0,2957933.535,1120401.55
814.619_21.3_1897,0,732004.48,122229.115,185567.1675,45370.712,0,1555435.62,214348.4955,0,489071.9235,113018.233,341578.7395,9474.597,16924.876,0
1535.008_9.4_3440,0,0,0,0,218451.4965,3636589.735,5033183.715,0,0,0,0,0,0,0,0
636.387_13.4_5974,0,0,116167.166,0,0,17513.829,0,0,15865.772,0,0,0,0,251279.357,850778.505
581.399_16.3_3956,0,12112.992,32306.9915,308242.3175,0,0,0,0,0,20981.259,101977.812,432990.297,0,185563.563,0
521.266_12.2_625,211262.097,1978079.946,380620.4465,0,225266.839,0,1172958.838,0,1504563.86,735868.497,0,573857.494,1512823.616,312002.8775,8867.44
795.501_19.5_2357,0,92522.3665,60952.2515,0,0,0,21248.6805,16026.1655,63985.4195,65804.382,26640.5095,17190.4215,50766.678,18411.787,0
346.295_14.5_5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275.063_8.1_4145,0,0,0,0,0,0,0,0,0,1190693.414,1322622.326,0,0,0,0
246.475_4.6_5712,0,163589.1655,223274.9395,0,0,0,0,0,0,0,0,0,0,0,0
806.568_22.6_3444,0,1.20E+07,5975124.597,7984671.305,1939120.102,38645.205,1.75E+07,1.12E+07,3.13E+07,2.30E+07,2.19E+07,9614241.366,1.15E+07,2847805.528,1300262.448
602.426_14.2_3895,0,44223.5265,1100128.567,478118.0985,325780.7895,99003.358,0,540632.8305,653519.4355,657925.291,90671.5695,0,7816.527,258267.6285,595058.49
482.377_14.1_556,1375558.772,0,312056.814,0,0,0,0,1272894.848,106132.8845,0,0,0,0,0,0
403.284_13_2945,0,0,13112.022,0,0,0,49638.135,273836.7015,323664.789,477932.933,875358.2755,0,30173.13,45502.49,0
702.477_14.6_5038,0,0,729931.147,131899.6855,0,81742.1525,0,194680.617,11855.58,93347.683,0,0,0,1197742.576,1593429.84
378.336_16_1236,0,132247.854,1868477.77,1466649.243,0,738698.5985,981285.9285,665425.2015,0,156801.249,616644.786,56883.5695,326893.446,0,8253.525
846.589_19.7_1204,0,0,0,1161436.439,125794.4575,0,463619.027,0,0,0,0,499060.029,713218.352,293230.676,0
544.358_13.1_3712,0,657774.547,665597.4325,0,0,0,0,18515.756,0,0,219106.384,276293.614,249527.512,400203.5485,0
411.326_18.7_2320,0,0,0,0,0,0,11077.421,334397.347,73572.1165,211694.531,266848.979,0,0,0,61261.601
901.531_16.3_584,1440883.444,809108.0675,1718467.183,312002.331,25619.415,416250.982,1103357.353,0,0,0,0,894628.8455,2153119.708,0,400139.7695
486.342_11.9_5270,0,9644.358,0,0,0,0,0,115841.108,0,60301.1955,39840.1875,0,0,0,0
338.85_24.1_5624,0,375177.7105,90699.4385,0,0,0,0,0,0,0,0,0,0,0,0
1268.562_7.7_4352,0,0,0,0,0,0,0,550536.983,0,49549.696,594381.3305,0,0,0,0
324.156_10.3_5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832.589_17.5_3554,0,0,221421.4815,0,0,0,123864.5605,483317.4395,18333.156,87783.0795,0,0,0,0,0
574.314_12.8_2741,10446.636,420043.907,192991.967,71115.116,129691.2035,7357.382,203886.6415,411477.7045,1619713.846,794599.6575,1467498.71,344912.1865,876270.9495,217543.8595,53623.4505
848.585_17.4_2035,0,0,14179.4195,28352.14,199119.958,0,85858.4725,4523864.84,296329.5245,618087.642,10690.056,0,0,26619.503,0
534.296_12.7_3640,0,14436.224,8369.158,111119.2495,103820.709,183563.0565,227777.243,71984.102,26053.5275,83902.3675,30651.224,153323.9645,0,9896.838,92196.7995
529.268_11.1_2753,0,1754909.422,111207.691,0,15040.13,60731.3405,33926.388,787107.1825,31556.4905,545311.0345,1345287.083,905301.482,654524.143,1088207.465,491886.385
834.348_9.3_5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597.271_12_589,311397.5875,0,487606.8205,0,0,0,0,0,0,0,0,0,0,0,0
410.819_20.3_5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.266_14.9_2621,0,391600.3655,69110.225,0,0,0,37638.3605,761957.4175,559250.665,868053.8725,1002016.599,194110.607,98771.9755,0,0
539.729_7.3_5648,0,118042.403,23031.3685,0,0,0,0,0,0,0,0,0,0,0,0
325.237_10.2_2677,0,0,0,0,0,0,0,0,0,0,0,0,0,51350.4505,0
426.261_11.4_5878,0,8851.122,9987.783,0,0,36403.8145,28342.224,115787.572,0,12653.9,0,62271.385,9295.2255,200237.492,21919.345
820.62_21.4_6216,0,0,0,0,327244.589,0,0,206788.3305,0,0,0,0,0,3531845.407,486652.952
838.578_18_5391,0,0,0,0,0,0,0,1231434.996,128635.357,1548877.982,49954.335,0,19747.464,0,0
637.423_16.3_1794,0,1318239.769,214272.109,78608.012,0,0,295048.721,298222.4185,0,155417.013,1042056.756,1225214.78,117583.4005,25146.48,0
696.613_20.8_3798,0,170250.716,0,0,0,72193.068,22898.362,0,0,0,364596.812,0,0,0,0
457.365_20.8_5158,0,0,0,0,0,0,0,0,68863.2895,38028.749,0,0,0,0,0
512.467_19.1_6288,0,645434.872,0,0,0,0,0,411601.8185,344058.2095,463335.782,335852.7925,0,0,0,0
335.183_10_4790,0,40519.1735,631951.5505,0,1972240.005,1291810.188,197603.3015,2088451.04,1144984.173,600322.137,1299108.106,168457.687,37673.2145,390802.746,616790.5735
520.361_12.8_6230,0,2042592.281,239512.9675,0,221980.8495,0,0,0,0,441395.2595,1194204.012,491460.56,905204.8705,132558.451,17428.3995
512.367_12.5_3451,0,92223.4635,420534.26,0,212481.47,3365514.106,1664820.009,9603959.783,538276.4475,450030.9185,212278.412,2654387.313,0,1036818.041,918110.188
768.588_18.3_797,199968.831,1975642.131,3.92E+07,0,6925857.32,7833896.297,1703899.41,1.77E+07,0,135123.564,213791.2455,4593249.783,0,3.27E+07,3.66E+07
832.584_21.9_5873,0,0,0,0,74062.2015,0,0,0,0,0,0,261099.743,0,0,0
546.353_13.9_694,128063.7245,815183.305,1000067.849,6280638.446,146612.854,5161267.932,5680842.197,2687267.022,1367133.526,14162.208,1414795.442,4233281.596,642546.7385,750827.9315,1723033.795
440.312_12.9_2719,28545.3625,76630.305,162946.717,3926587.525,596116.5875,2215952.277,2697607.407,607853.5985,47584.88,677574.532,2314191.167,290629.828,1052802.759,1228351.559,798483.3825
567.498_20.4_4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409.346_18.1_2698,0,549351.909,0,965616.2855,728603.1595,536867.3145,1216168.219,3341313.099,4032769.142,5551986.011,3661782.599,4658341.543,3947006.971,2168406.24,1332697.363
804.54_17.8_1807,0,219798.395,178651.7415,23172.7005,81889.979,0,66265.013,285985.633,502842.1945,341253.077,0,201015.709,171760.8545,119130.2215,223776.7675
660.387_13.3_5393,0,0,243858.8095,0,0,0,0,0,235979.366,0,0,0,0,0,29267.2915
446.327_12.8_3295,0,724115.455,10411.9155,2351323.232,121804.031,15839.129,1241380.672,1310483.506,505800.373,411353.0795,949567.1715,847162.504,28433.402,30339.424,131865.7205
309.242_18_5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.311_12.7_1230,0,2358311.768,1039300.678,1392680.201,186660.5305,1499917.546,1674909.918,2345176.041,117621.831,0,1405249.438,2191549.597,736186.9825,1755161.881,2652376.729
416.373_15_3632,0,578906.2575,92851.3345,381143.233,0,0,336998.7895,1628783.383,871155.7915,892211.6185,783484.134,0,0,0,232827.954
565.404_16.3_1577,0,2165536.933,210242.0495,164995.945,0,0,330085.1275,400751.5065,0,77768.256,1541458.273,1523565.41,51725.4775,24422.64,0
720.541_19.6_1605,0,0,23068.986,271702.418,22315.7185,0,61013.42,0,0,0,0,61639.579,0,274974.794,0
588.363_15_6258,0,0,850629.322,0,0,9410.995,0,0,0,11851.8555,0,0,0,9508.854,1282517.305
826.6_18.7_2059,0,0,0,14754.6105,71759.6975,0,0,1449176.103,15271.459,1220667.395,1516047.739,0,0,0,0
790.563_18.2_5879,0,474518.427,67813.93,107958.299,44143.911,0,26877.9825,0,170775.8565,354117.0375,330625.3905,19190.5605,0,198368.8125,35479.227
796.619_23.8_3364,1381311.829,0,1.09E+07,0,0,571396.5735,11255.2025,2.77E+07,0,0,257772.207,314919.3215,0,4375655.622,2535276.263
301.216_14.5_1438,0,0,17212.8575,874074.246,133820.91,100979.4775,1255345.744,164115.7515,88489.291,362066.1475,244781.6505,29388.313,22937.358,489113.181,0
442.388_16.9_1312,0,25015.954,17875.914,3286161.24,221705.8785,153070.348,149636.277,0,0,0,0,77168.008,129961.166,144668.664,0
816.574_16.8_3763,0,0,3448177.67,533341.3345,324540.2715,665878.972,201574.1285,2541766.454,270873.5915,345239.6695,11178.486,14940.6775,21575.589,859354.141,1412748.561
383.331_17.8_718,104943.5715,3041260.102,1616529.683,1952452.321,166209.67,479736.333,171470.5505,1113870.775,1729046.714,4520994.584,1956009.851,742484.857,729860.4785,505249.671,301333.274
287.827_5.9_4443,0,0,0,0,0,0,0,140074.296,0,15563.924,71209.717,0,0,0,0
295.226_11.1_940,0,310148.48,199280.7325,0,48807.3435,1403821.173,259965.9515,150162.119,0,110298.7195,10630.008,10526.094,0,199054.227,235342.3605
832.575_17.7_4564,0,27889.298,36769.5855,0,551471.6695,0,0,49255.649,91526.263,71927.226,0,0,0,12760.7625,27315.375
460.361_12.7_4222,0,26423.552,255029.6945,0,33334.542,0,0,239706.221,169528.963,18564.5,447804.626,216857.2975,41087.311,955913.8805,117176.5705
329.247_16_1535,0,7325.6295,14852.998,1175310.538,32335.526,0,15170.304,61709.51,0,96226.392,6723.959,200789.8885,6344.765,7774.496,20509.11
764.638_22.1_4600,0,0,0,0,0,328588.0915,0,0,0,0,86441.136,10539.084,0,0,31868.9105
538.517_21.6_880,71479.7795,0,0,0,9109.453,13422.024,315206.6375,0,0,0,0,14089.53,11011.665,7597.692,0
804.539_17.2_1360,0,476973.4775,947716.4905,1064641.469,158675.533,21992.832,195087.913,948170.779,1406332.558,1694037.395,1361996.545,310457.8655,21545.38,605426.9955,1150507.881
335.221_9.8_3688,0,0,0,0,174419.8495,326309.6655,913288.052,304655.116,0,472357.0645,0,0,0,358373.529,1882092.936
219.174_8.4_2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.297_17.3_5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834.599_17.7_3655,0,0,0,0,203714.767,0,500929.1855,156155.171,0,0,0,762673.0025,0,22256.4955,622133.3795
221.116_3.1_6078,125488.878,43542.436,97388.2015,30060.6055,168552.31,147524.7975,63234.872,192142.3115,0,0,20376.2145,122634.896,25153.4235,0,0
538.555_20.8_2243,0,114557.743,12725.83,66112.6295,53656.751,0,0,0,28606.9545,0,0,0,411546.323,493514.911,0
269.615_11.5_3423,6841.796,513500.3165,31672.9445,0,512507.275,0,560366.994,7172.191,0,176007.1965,440215.8095,91207.7095,0,43774.915,8457.1785
594.413_15_3333,0,0,990095.3215,411452.568,0,439320.4635,0,384501.8925,425463.2815,581861.1565,0,0,16533.2575,601118.4425,1344482.409
309.242_18.7_4094,0,0,0,0,0,0,0,0,0,0,38065.264,0,0,0,0
557.453_22.8_5808,0,0,0,0,0,704129.755,0,0,0,0,0,0,0,0,307577.0925
810.601_20.8_5002,0,0,350505.6355,814768.803,12003.0675,0,0,49834.7675,0,0,0,0,0,17032.7295,246592.093
832.584_22.9_3777,0,75392.534,12219.824,67457.0255,0,0,0,8359.6065,389118.804,110965.2335,26521.068,311001.175,99518.772,0,28233.389
780.588_17.9_5869,0,0,38366.3245,0,2045919.056,333345.599,0,71255.268,0,0,0,44064.4775,0,0,18695.952
424.342_13.4_2983,0,306285.7995,119519.094,694505.8875,154805.4305,11920.64,693187.717,1231376.675,467275.377,560359.6115,748870.642,633474.2365,84214.6865,0,58902.402
832.59_19.2_2576,0,1147055.239,0,1398432.918,3075015.431,0,256553.167,0,5616770.719,1591203.505,0,987205.7045,1230592.516,0,181522.3025
373.31_16.7_4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552.4_14.3_5842,0,0,12657.645,277272.596,508702.2605,95592.812,268757.0955,57537.505,0,159121.841,0,501956.7285,0,191544.135,121010.286
482.493_21.4_5937,0,0,0,0,0,0,0,0,0,0,0,18472.3665,0,0,329857.661
625.266_16.1_623,175727.962,102907.536,995006.4935,126876.9695,167616.649,19658.494,158439.557,430831.3255,8782.164,313756.9055,327598.351,354589.628,141831.5075,255396.192,0
444.456_19.8_1196,0,269874.359,189427.784,1360111.126,717567.1705,0,896366.164,0,0,0,0,457232.9945,8393170.744,1745442.452,0
325.346_17.8_691,110475.7275,1361084.952,431846.2155,2367184.976,8924.888,832547.3755,1598836.43,737873.4375,449150.9845,1014739.168,948127.5245,219107.2225,254624.1625,477287.858,105435.7115
333.242_17.2_2469,6813.692,937338.3295,551464.8905,892244.119,445904.6615,52522.4575,752882.9945,691127.4745,854534.4495,692330.802,1005879.196,795799.8925,291183.697,188966.1725,0
722.629_18_6132,0,0,0,0,887177.6365,0,0,46622.932,0,0,0,228318.9085,0,0,16981.899
609.451_17.6_4129,0,1379210.027,698237.636,1323170.595,0,0,495084.837,711524.8535,3228016.237,1250373.626,3299931.218,435345.979,264959.507,245226.6415,0
583.415_18.1_1407,0,1.34E+07,1193209.456,928202.952,0,0,2686691.016,351778.013,1073953.314,1615751.783,3407424.205,3118548.77,1411469.556,44954.278,0
510.356_13.3_3248,0,74330.65,743820.2335,5742821.716,0,3588985.19,6554169.314,4009258.183,817860.6165,5520712.282,2135651.583,4532640.172,0,2219674.859,1781024.536
662.445_14_4916,0,0,810295.8455,460746.8865,413249.135,0,9676.425,429970.7805,119683.483,215686.1075,0,0,0,866894.6505,1377049.404
510.246_8.1_1316,0,66596.731,0,673679.643,73198.0945,34747.2395,99619.5355,2042879.162,1084986.757,481937.6085,477867.252,32812.2885,55918.0905,54360.808,330527.425
706.598_23.3_3293,0,0,0,42721.295,0,0,0,0,428923.4875,0,0,0,19402.116,0,8260.824
502.292_12.2_3977,1.86E+07,1.36E+08,5.75E+07,0,8169854.164,3857121.717,9.79E+07,1.25E+08,1.02E+08,8.90E+07,9.69E+07,6.74E+07,8.48E+07,9.22E+07,1.03E+07
498.263_9.7_5767,0,0,0,2287663.256,183857.214,0,230498.5485,96712.846,0,19601.2725,0,0,40838.53,10116.2625,0
468.343_14.1_1108,44366.746,22040.56,356747.874,1.55E+07,917038.7485,8295670.694,1.11E+07,488667.594,334561.1455,735281.535,3084042.466,457580.6785,3100314.409,745985.861,379708.7775
697.612_20.7_6233,0,0,0,0,0,0,0,0,0,0,48360.5335,0,0,242989.754,0
419.24_8.9_2704,0,2818337.296,1588169.808,662622.775,9186.992,1926740.315,220785.6185,777856.0965,1235367.6,2414983.546,1326713.951,1492831.485,928589.7295,310534.4245,448980.938
375.305_16.9_1796,0,113694.487,0,357044.5445,527645.386,0,41674.2565,136862.332,31082.768,131920.0155,63454.127,360174.5755,318140.909,69045.5355,0
191.107_9.1_3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412.415_18.6_1543,0,0,0,1665201.572,0,0,0,0,0,32954.3795,0,70783.6085,50416.033,113653.3705,0
346.274_15.9_2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.321_16.6_1656,0,1705104.196,4002611.568,845476.5225,42231.285,645828.1225,584451.7515,11938.01,206059.8225,478933.35,144710.6865,302428.383,126431.841,9461.73,0
382.332_18.2_1179,0,1.15E+07,2114206.591,2316569.59,28316.9615,165654.066,3209616.224,0,27631.0255,15037.078,0,298167.771,576732.1725,0,61002.048
479.297_7.1_5575,0,495362.301,164043.402,0,0,0,0,0,0,0,0,0,0,0,0
485.203_6.2_5350,0,0,0,0,0,0,0,288133.7145,186733.7385,28676.394,178188.3795,0,0,0,0
818.657_23.4_3074,0,0,0,0,0,0,12922.074,0,0,0,0,0,230359.9315,10550.844,62325.5625
413.341_18.2_2978,9152.271,65882.5765,52378.576,318971.788,0,558485.5675,290093.0665,216045.545,349313.362,371737.4285,47659.0425,95614.0945,113136.442,392636.444,365685.4845
540.27_10.6_3026,7197.228,112700.953,0,0,0,0,842412.8835,179440.132,75998.981,102589.624,9105.165,8534.631,570461.032,87612.1105,0
335.257_17.9_3092,0,573528.4815,837455.064,108013.517,65143.1725,0,22154.145,393059.9015,735813.063,684462.9345,1349420.083,305873.594,41534.044,66098.7695,0
221.154_16_5204,0,0,0,0,0,0,32657.447,7754.462,0,0,0,40734.2505,0,0,0
404.344_17.2_5754,0,0,1352966.161,0,0,0,0,0,0,8794.4535,10007.991,0,0,0,0
856.559_16.3_3095,0,82989.0165,664827.1245,115693.8555,23458.7815,0,0,270298.6195,0,36798.418,101815.402,148770.2035,90372.5305,15558.335,29161.377
780.553_22.2_4483,0,187948.4725,0,482942.695,28413.4465,0,1122541.163,243856.438,1813000.808,564320.4455,866497.9215,651545.3275,582789.206,269253.893,0
397.346_20.7_5372,0,0,0,0,7774.32,78831.8935,15243.864,16543.239,288023.918,22255.179,167743.7335,14340.087,6807.8325,40694.96,112492.0425
366.089_7.6_1382,0,0,0,1328962.002,0,0,0,0,0,0,0,77922.9505,0,14701.281,0
613.352_16.2_2615,0,3038208.517,897067.4545,584253.9125,0,0,1180130.607,1066404.385,997921.0255,1444074.255,3180245.006,1757165.063,1286517.928,90634.6205,32768.187
606.449_16.9_1207,0,8068.86,0,1926391.56,16114.0005,774892.1825,1469556.484,9162.5265,0,149653.7175,0,1224285.259,81238.043,65713.1305,204584.7565
756.554_22.1_4890,0,0,1490484.008,148589.1705,928234.875,0,0,4728128.853,1.18E+07,2.32E+07,6711607.626,1586988.684,0,0,0
612.519_19.9_653,595126.616,0,67021.2175,3106386.124,0,2763354.712,0,0,0,0,0,95522.113,900398.0655,1269283.998,1754669.667
666.506_15.6_4493,0,371905.6475,251759.1325,236510.4135,0,0,0,110502.209,109916.488,55532.1545,90145.4085,0,0,0,16549.988
752.558_22.8_5266,3597132.608,0,9568839.259,0,751695.6175,1530534.228,0,414330.257,0,0,0,256475.096,0,1980323.648,5681271.467
408.325_13.5_1882,0,0,0,93954.047,0,254037.9465,0,703476.948,0,0,0,0,0,0,0
333.278_16.6_3418,0,0,0,0,1728266.013,0,0,0,0,0,0,0,0,0,0
464.277_10.3_1395,0,0,0,0,398904.7905,642608.876,1571219.852,884311.007,566863.553,304227.498,399044.078,0,0,0,0
502.29_11.9_4763,129686.006,169575.815,2183178.268,0,1.32E+08,10582.728,1.06E+08,1196122.831,34060.35,0,47604.6155,7.15E+07,8.86E+07,3.86E+07,1.06E+07
750.587_19.7_4982,0,0,23031.272,0,0,0,3400293.396,2.17E+07,2.00E+07,3.19E+07,2.25E+07,117007.8,0,178384.711,0
417.279_15_3196,0,1023476.823,35644.913,0,0,0,28933.857,339747.782,11153.405,53170.606,407484.773,311377.9065,22499.3015,0,0
832.591_16.9_2521,0,0,0,0,0,0,0,0,35510.1805,502413.764,209531.407,0,0,0,0
812.615_23.7_3221,0,473079.748,185499.1565,699542.907,29532.3225,0,527455.7165,1726377.403,307430.5065,1229014.029,229727.9945,0,41998.628,344314.676,387670.5675
625.624_16_2822,0,845419.4135,518752.3385,16618.712,0,0,0,920689.2575,72434.241,0,122857.815,152718.598,595848.429,69176.034,0
347.219_12.4_2626,0,0,0,0,0,10315.165,0,311374.785,16498.7915,103044.422,103244.711,55392.534,0,20094.485,10334.016
746.559_19.6_3614,0,18571.454,0,756216.934,199693.765,0,0,0,0,9829.338,10975.447,257400.299,209078.3985,0,0
325.236_12.4_2462,0,0,0,0,0,0,0,150798.5995,12469.536,34779.066,70240.08,54345.141,0,0,0
